"BIZ_NO","COMPANY_NAME","CEO_NAME","FOUNDATION_DATE","ADDRESS"
"1318630461",지디케이화장품,김태성외 1명,"20031101",인천 남동구 은봉로 100 (논현동)
"1248614541",씨앤텍,박한욱,"20031025",경기도 화성시 양감면 초록로 757 (송산리)
"6038154885",상떼화장품,전혜정,"20031101","부산광역시 중구 중앙대로 24 401호 (중앙동6가,주경빌딩)"
"1138186400",엔와이인터,이홍은,"20030819","경기도 성남시 분당구 황새울로200번길 28 210호 (수내동,오너스타워)"
"1348609477",삼경코스텍,김명규,"20031230","경기도 수원시 영통구 신원로 88 102동 511호 (신동,디지털엠파이어2)"
"1078640966",코이즈,우재현외 1명,"20031020",서울특별시 강서구 화곡로59길 37-4 (화곡동)
"2208700662",시자르,박래옥,"20041206","서울특별시 금천구 벚꽃로 286 412호 (가산동,삼성리더스타워)"
"1308606537",제이에스월드,김재삼,"20040603",경기도 부천시 수도로38번길 9 (약대동)
"2148763681",해브앤비,크리스토퍼킨더슬리우드,"20041224",서울특별시 강남구 논현로72길 13 (역삼동)
"1348613160",코스몰,이건민,"20040319",경기도 화성시 향남읍 제약단지로 48 (하길리)
